Menu ID,Stall Location,Menu TH,Menu EN,Price (Baht),Regional Cuisine,Cooking Method,Food Type,Other details,Main Ingredients, Hidden Ingredients,Food Picture
15022,15,ข้าวราดไข่ข้นแฮมไก่ ซอสพะแนง,"Rice topped with fluffy egg, chicken ham, and Panang curry sauce",45,Thai,Fried (omelet) + Curry,Cook-to-order,"creamy, mildly spicy Panang","egg, chicken ham, panang curry paste, coconut milk, rice, omelet","fish sauce, chili, garlic, sugar, kaffir lime leaves",
15023,15,ข้าวราดไข่ข้นแฮมไก่ ซอสไข่เค็มลาวา,"Rice topped with fluffy egg, chicken ham, and salted egg lava sauce",45,Fusion,Fried (omelet) + Simmered sauce,Cook-to-order,savory salted egg sauce (“lava” style),"egg, chicken ham, salted egg sauce, rice, omelet","butter, oil, garlic, sugar",
15024,15,ข้าวราดไข่ข้นแฮมไก่ ซอสแกงกะหรี่,"Rice topped with fluffy egg, chicken ham, and curry sauce",50,Thai/Japanese,Fried (omelet) + Curry,Cook-to-order,"mild curry flavor, ham slice","egg, chicken ham, curry sauce, rice, omelet","onion, carrot, potato, fish, soy sauce, sugar",
15025,15,ข้าวราดไข่ลาวากุ้ง,Rice topped with lava-style egg and shrimp,55,Thai/Fusion,Fried egg (lava style),Cook-to-order,runny egg + shrimp,"shrimp, rice","fish sauce, chili, garlic, oil",
15026,15,ข้าวราดไข่ลาวาไก่ทอด,Rice topped with lava-style egg and fried chicken,50,Thai/Fusion,Fried egg + fried chicken,Cook-to-order,crispy chicken + runny omelet,"fried chicken, rice","flour, egg, oil, salt, pepper",
15027,15,ข้าวราดไข่ลาวาแซลมอนชิ้น,Rice topped with lava-style egg and salmon fillet,60,Fusion,Fried egg + grilled salmon,Cook-to-order,premium fish + runny omelet,"salmon fillet, rice","salt, pepper, oil",
15028,15,ข้าวราดไข่ลาวาแฮมไก่,Rice topped with lava-style egg and chicken ham,50,Fusion,Fried egg + ham,Cook-to-order,runny omelet style,"chicken ham, rice","salt, pepper, oil",
15029,15,ข้าวราดไข่ลาวากุนเชียงไก่,Rice topped with lava-style egg and Thai chicken sausage,50,Thai,Fried egg + sausage,Cook-to-order,sweet-savory sausage + runny egg,"chicken kun chiang, rice","sugar, salt, pepper, oil",
15030,15,ข้าวราดไข่ลาวาไส้กรอกไก่,Rice topped with lava-style egg and chicken sausage,50,Fusion,Fried egg + sausage,Cook-to-order,runny egg + mild chicken sausage,"chicken sausage, rice","salt, pepper, oil",
15031,15,ข้าวราดไข่ลาวาทูน่า,Rice topped with lava-style egg and tuna,50,Fusion,Fried egg + tuna,Cook-to-order,"runny egg, tuna flakes","tuna, rice","salt, pepper, oil",
15032,15,ข้าวราดไข่ลาวาปู,Rice topped with lava-style egg and crab,65,Fusion,Fried egg + crab,Cook-to-order,premium crab + runny omelet,"crab meat, rice","salt, pepper, oil",
15033,15,ข้าวคั่วพริกเกลือกุ้ง,Rice with stir-fried shrimp in chili-salt mix,50,Thai,Stir-fried,Cook-to-order,spicy-salty shrimp,"shrimp, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15034,15,ข้าวคั่วพริกเกลือไก่,Rice with stir-fried chicken in chili-salt mix,45,Thai,Stir-fried,Cook-to-order,spicy-salty chicken,"chicken, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15035,15,ข้าวคั่วพริกเกลือไก่ทอด,Rice with fried chicken in chili-salt mix,45,Thai,Fried + Stir-fried,Cook-to-order,crispy + spicy-salty flavor,"fried chicken, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15036,15,ข้าวคั่วพริกเกลือแซลมอนชิ้น,Rice with stir-fried salmon pieces in chili-salt mix,55,Fusion,Stir-fried,Cook-to-order,spicy-salty salmon bite-size,"salmon chunks, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15037,15,ข้าวคั่วพริกเกลือปู,Rice with stir-fried crab in chili-salt mix,60,Thai/Fusion,Stir-fried,Cook-to-order,premium crab + spicy-salty flavor,"crab meat, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15038,15,ข้าวคั่วพริกเกลือไข่,Rice with stir-fried egg in chili-salt mix (scrambled or fried egg pieces),40,Thai/Fusion,Stir-fried (scrambled or diced),Cook-to-order,unusual egg + chili-salt mix,"egg, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15039,15,ข้าวคั่วพริกเกลือไข่หมึก,Rice with stir-fried squid eggs in chili-salt mix,45,Thai,Stir-fried,Cook-to-order,squid egg (roe) + spicy-salty flavor,"squid eggs, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15040,15,ข้าวคั่วพริกเกลือไก่ยอ,Rice with stir-fried chicken sausage in chili-salt mix,45,Thai/Fusion,Stir-fried,Cook-to-order,chicken sausage + spicy-salty flavor,"chicken sausage, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
15041,15,ข้าวไข่เจียวต้มยำปลา,Rice with Tom Yum fish omelet,45,Thai,Fried (omelet) + Tom Yum flavor,Cook-to-order,spicy-sour omelet w/ fish pieces,"egg, fish pieces, rice","chili, lemongrass, kaffir lime leaves, fish sauce, lime, sugar",
15042,15,ข้าวไข่เจียวแกงเขียวหวานไก่,Rice with green curry chicken omelet,45,Thai,Fried (omelet) + curry flavor,Cook-to-order,omelet infused with green curry,"egg, chicken, coconut milk, rice, green curry","chili, fish sauce, sugar, garlic, basil",
15043,15,ข้าวไข่เจียวแกงส้ม,Rice with spicy-sour curry omelet (Kaeng Som omelet),45,Thai,Fried (omelet) + curry flavor,Cook-to-order,tangy-sour omelet,"egg, kaeng som paste, vegetables, rice","chili, garlic, fish sauce, sugar",
15044,15,ข้าวไข่เจียวต้มข่าไก่,Rice with Tom Kha Gai omelet (coconut milk soup omelet),45,Thai,Fried (omelet) + coconut flavor,Cook-to-order,"mild, coconutty omelet","egg, chicken, coconut milk, rice, tom kha","galangal, lemongrass, fish sauce, sugar, lime",
15045,15,ข้าวไข่เจียว,Rice with omelet,30,Thai,Fried (omelet),Cook-to-order,plain omelet on rice,"egg, rice","fish sauce, soy sauce, pepper, oil",
15046,15,ข้าวคลุกปลาทู,Mixed rice with Thai mackerel,45,Thai,Mixed,Cook-to-order,"savory, slightly spicy","rice, mackerel, thai herbs, chili, onion","fish sauce, garlic, lime, sugar",
15047,15,ข้าวคลุกปลาทูน่า,Mixed rice with tuna,45,Thai/Fusion,Mixed,Cook-to-order,tuna + herbs/spices,"rice, tuna, chili, onion","fish sauce, garlic, lime, sugar",
15048,15,ข้าวไก่สไปซี่,Rice with spicy chicken,45,Thai,Stir-fried or Mixed,Cook-to-order,hot & spicy marinade/flavor,"chicken, chili paste, rice","garlic, fish sauce, soy sauce, pepper, oil",
15049,15,ข้าวยำไก่แซ่บ,Rice with spicy-salad-style chicken,45,Thai/Isan,Mixed,Cook-to-order,"tangy, chili-lime marinade","chicken, rice","fish sauce, toasted rice powder, shallots, lime, sugar",
15050,15,ต้มยำหม้อไฟระเบิด,“Explosive” tom yum hot pot,60,Thai,Boiled (Soup),Soup,"large, very spicy & sour","tom yum broth, mixed meats, seafood","chili, lemongrass, kaffir lime leaves, fish sauce, lime, sugar",
15051,15,ข้าวหน้าเนื้อแดดเดียว,Rice with sun-dried beef,50,Thai,Fried or Grilled,Cook-to-order,salty-sweet dried beef strips,rice,"soy sauce, fish sauce, sugar, garlic, pepper",
15052,15,ข้าวหน้าเนื้อไข่ออนเซ็น,Rice with beef and onsen egg,50,Fusion,Grilled/Seared + Egg,Cook-to-order,runny onsen egg + beef slices,"onsen egg, rice","soy sauce, garlic, pepper",
15053,15,ราเมนไก่ทอด,Ramen with fried chicken,45,Japanese,Boiled noodles + Fried chicken,Noodles,crispy chicken topping,"ramen noodles, fried chicken, broth","flour, egg, oil, salt, pepper, chicken",
15054,15,ข้าวหน้าไข่ไก่ทอด,Rice topped with fried chicken and egg (possibly an omelet style),50,Thai/Fusion,Fried,Cook-to-order,chicken + egg on rice,"fried chicken, egg, rice","flour, egg, oil, salt, pepper",
15055,15,ข้าวไข่ข้นกะเพราไก่สับ,Rice topped with fluffy omelet and minced chicken holy basil,45,Thai,Fried (omelet) + stir-fried,Cook-to-order,spicy basil w/ runny omelet,"egg, rice, omelet, basil","chili, garlic, fish sauce, soy sauce, oil",
15056,15,ข้าวไข่ข้นปลากระป๋องภูเขาไฟ,Rice topped with fluffy omelet and “volcano” canned fish (very spicy),50,Thai,Fried (omelet) + mixed sauce,Cook-to-order,extremely spicy canned fish,"egg, canned fish, rice, omelet","chili, garlic, fish sauce, sugar",
15057,15,ข้าวแกงกะหรี่หน้าเนื้อ,Curry rice with beef on top,50,Thai/Japanese,Simmered (curry),Rice & Curry,beef curry on rice,"beef, curry sauce, rice","onion, carrot, potato, fish sauce, sugar",
15058,15,ข้าวแกงกะหรี่ไข่ไก่ทอด,Curry rice with fried chicken egg (or fried chicken & egg),50,Thai/Japanese,Deep-fried + curry,Rice & Curry,crispy chicken + curry sauce,"chicken, egg, curry sauce, rice","flour, egg, oil, onion, carrot, potato, salt, sugar",
15059,15,ข้าวไก่คาราเกะแกงกะหรี่,Rice with chicken karaage in curry sauce,45,Japanese,Deep-fried + Curry,Rice & Curry,crispy karaage + mild curry,"chicken karaage, curry sauce, rice","flour, egg, soy sauce, onion, carrot, potato",
15060,15,ยำมาม่า,Spicy salad with instant noodles,50,Thai,Mixed (salad),Salad,"tangy, chili-lime dressing","chili, lime, fish sauce, vegetables, instant noodles","garlic, sugar, pork, seafood",
15061,15,ยำปลาดุกฟู,Spicy salad with crispy catfish,50,Thai,Fried + Mixed (salad),Salad,crispy shredded catfish,"catfish, fried fluffy","fish sauce, shallots, chili, lime, sugar",
15062,15,ยำแซลมอนสับ,Spicy chopped salmon salad,50,Thai/Fusion,Mixed (salad),Salad,fresh or lightly seared salmon,salmon,"fish sauce, garlic, sugar, lime, onion",
15063,15,ยำวุ้นเส้น,Spicy glass noodle salad,50,Thai,Mixed (salad),Salad,classic Thai “Yum Woon Sen”,"glass noodles, vegetables, seafood","fish sauce, garlic, sugar, lime, onion",
15064,15,ลาบปลาดุกฟู,Laab with crispy catfish (Thai-style minced herb salad),50,Thai,Fried + Mixed,Salad,"laab seasoning, toasted rice powder","crispy catfish, laab herbs, chili","fish sauce, lime, sugar, toasted rice powder, shallots",
15065,15,ลาบแซลมอนสับ,Laab with chopped salmon,50,Thai/Fusion,Mixed,Salad,"spicy, herbal, salmon bits","salmon, laab herbs, chili, lime, fish sauce","toasted rice powder, shallots, sugar",
15066,15,ยำผักทอด,Spicy salad with crispy fried vegetables,45,Thai,Fried + Mixed (salad),Salad,battered veggies + chili-lime sauce,"assorted vegetables, tempura style","fish sauce, garlic, sugar, lime, chili",
15067,15,ยำทูน่า,Spicy tuna salad,45,Thai/Fusion,Mixed (salad),Salad,chili-lime dressing w/ canned or fresh tuna,"tuna, vegetables","fish sauce, garlic, sugar, lime, onion",
15068,15,ยำถั่วพู,Spicy winged bean salad,45,Thai,Mixed (salad),Salad,nutty winged beans + spicy sauce,"chili-lime dressing, coconut milk","fish sauce, garlic, sugar, lime, chili, peanuts",
15069,15,ยำหอยนางรม,Spicy oyster salad,65,Thai,Mixed (salad),Salad,fresh oysters + chili-lime sauce,"oysters, chili, lime, fish sauce, vegetables","garlic, sugar",
15070,15,ยำขนมจีนปลาทู,Spicy Thai rice noodles salad with mackerel,45,Thai,Mixed (salad),Salad,sour-spicy w/ fish,"rice noodles, mackerel","fish sauce, garlic, sugar, lime, onion",
15071,15,ยำไก่ยอไข่แดงเค็ม,Spicy chicken sausage salad with salted egg yolk,55,Thai,Mixed (salad),Salad,"salty, rich yolk, chili-lime sauce","chicken sausage, salted egg yolk","fish sauce, garlic, sugar, lime, chili",
15072,15,ยำมะม่วงปลากรอบ,Spicy mango salad with crispy fish,45,Thai,Mixed (salad),Salad,"sour mango, crispy fish bits","green mango, crispy fish","fish sauce, garlic, sugar, lime, onion",
15073,15,กุ้ง,Shrimp (topping),25,–,–,Topping,can be added to various dishes,shrimp,"salt, pepper",
15074,15,ไก่ทอด,Fried chicken (topping),20,–,Deep-fried,Topping,crispy chicken piece(s),"chicken, flour, oil, salt, pepper","garlic, soy sauce, egg",
15075,15,เนื้อ,Beef (topping),25,–,Grilled/Seared or Boiled,Topping,"can be added to noodles, rice, etc.",beef,"soy sauce, fish sauce, garlic, pepper",
15076,15,แซลมอน,Salmon (topping),20,Fusion,Grilled/Pan-seared or Raw,Topping,premium fish piece,salmon fillet,"salt, pepper, oil",
15077,15,แฮมไก่,Chicken ham (topping),20,Fusion,–,Topping,sliced ham for extra protein,chicken ham slice,"salt, sugar",
15078,15,ข้าว,Rice (side),10,–,–,Rice,plain steamed rice,steamed rice,water,
15079,15,ซอส,Sauce (add-on),10,–,–,Topping,"could be chili sauce, mayo, etc.",generic sauce,"chili, mayo",
15080,15,ไข่,Egg (topping),10,–,Fried/Boiled/Poached/Etc.,Topping,extra egg for any dish,egg,"salt, oil, water",
16001,16,ข้าวหมูกรอบคั่วพริกเกลือ,Rice with crispy pork chili salt stir-fry,45,Thai,Stir-fried,Cook-to-order,salty + spicy,"crispy pork, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
16002,16,ข้าวกะเพราหมูกรอบ,Rice with holy basil crispy pork,45,Thai,Stir-fried,Cook-to-order,crispy + spicy,"crispy pork, holy basil, rice","chili, garlic, fish sauce, soy sauce, oil",
16003,16,ข้าวหมูกรอบผัดผงกะหรี่,Rice with crispy pork in curry powder stir-fry,45,Thai,Stir-fried,Cook-to-order,curry aroma + crispy pork,"crispy pork, curry powder, rice","onion, chili, garlic, fish sauce, soy sauce, oil",
16004,16,ข้าวหมูกรอบทอดกระเทียม,Rice with garlic crispy pork,45,Thai,Stir-fried,Cook-to-order,"garlicky, crispy","crispy pork, garlic, rice","soy sauce, fish sauce, pepper, oil",
16005,16,ข้าวหมูกรอบผัดฉ่า,Rice with spicy crispy pork (“Pad Cha”),45,Thai,Stir-fried,Cook-to-order,herbaceous + spicy,"crispy pork, thai herbs, rice, chili","garlic, fish sauce, basil leaves, pepper, oil",
16006,16,ข้าวยำหมูกรอบรสเด็ด,Rice with spicy marinated crispy pork salad,45,Thai/Isan,Mixed (salad) + Fried,Cook-to-order,tangy + spicy,"crispy pork, rice","fish sauce, lime, sugar, garlic, chili",
16007,16,ข้าวหมูกรอบผัดพริกเผา,Rice with crispy pork in roasted chili paste,45,Thai,Stir-fried,Cook-to-order,sweet-spicy roasted chili flavor,"crispy pork, roasted chili paste, rice","garlic, sugar, fish sauce, soy sauce, oil",
16008,16,ข้าวหมูกรอบผัดพริกแกง,Rice with crispy pork in red curry paste,45,Thai,Stir-fried,Cook-to-order,spicy red curry paste,"crispy pork, red curry paste, rice","chili, garlic, fish sauce, oil",
16009,16,ข้าวคะน้าหมูกรอบ,Rice with Chinese kale and crispy pork,45,Thai/Chinese,Stir-fried,Cook-to-order,"crunchy kale, crispy pork","kale, crispy pork, rice","garlic, oyster sauce, soy sauce, fish sauce, oil",
16010,16,ข้าวผักบุ้ง หมูกรอบ,Rice with stir-fried morning glory and crispy pork,45,Thai,Stir-fried,Cook-to-order,classic “pad pak boong” + pork,"crispy pork, rice","garlic, chili, fish sauce, soy sauce, oil",
16011,16,ข้าวทะเลคั่วพริกเกลือ,Rice with seafood chili salt stir-fry,45,Thai,Stir-fried,Cook-to-order,spicy + salty seafood,"mixed seafood, chili, garlic, salt, rice, shrimp, squid","fish sauce, soy sauce, pepper, oil",
16012,16,ข้าวกะเพราทะเล,Rice with holy basil seafood,45,Thai,Stir-fried,Cook-to-order,spicy seafood basil,"mixed seafood, basil, rice, shrimp, squid","chili, garlic, fish sauce, soy sauce, oil",
16013,16,ข้าวทะเลผัดผงกะหรี่,Rice with seafood in curry powder stir-fry,45,Thai,Stir-fried,Cook-to-order,curry aroma + mixed seafood,"mixed seafood, curry powder, rice","onion, chili, garlic, fish sauce, soy sauce, oil",
16014,16,ข้าวทะเลทอดกระเทียม,Rice with garlic seafood,45,Thai,Stir-fried,Cook-to-order,garlicky seafood,"mixed seafood, garlic, rice","fish sauce, soy sauce, pepper, oil",
16015,16,ข้าวทะเลผัดฉ่า,Rice with spicy seafood (“Pad Cha”),45,Thai,Stir-fried,Cook-to-order,"herbaceous, spicy","mixed seafood, thai herbs, rice, chili","garlic, fish sauce, basil leaves, pepper, oil",
16016,16,ข้าวทะเลผัดพริกเผา,Rice with seafood in roasted chili paste,45,Thai,Stir-fried,Cook-to-order,sweet-spicy roasted chili + seafood,"mixed seafood, roasted chili paste, rice","garlic, sugar, fish sauce, soy sauce, oil",
16017,16,ข้าวทะเลผัดพริกแกง,Rice with seafood in red curry paste,45,Thai,Stir-fried,Cook-to-order,spicy red curry paste + seafood,"mixed seafood, red curry paste, rice","chili, garlic, fish sauce, oil",
16018,16,ข้าวผัดทะเล,Fried rice with seafood,45,Thai,Stir-fried,Cook-to-order,–,"rice, mixed seafood, egg","soy sauce, fish sauce, oil, garlic, onion",
16019,16,ข้าวคะน้า ทะเล,Rice with Chinese kale and seafood,45,Thai/Chinese,Stir-fried,Cook-to-order,–,"kale, mixed seafood, rice","garlic, oyster sauce, soy sauce, fish sauce, oil",
16020,16,ข้าวผักบุ้ง ทะเล,Rice with stir-fried morning glory and seafood,45,Thai,Stir-fried,Cook-to-order,–,"mixed seafood, rice","garlic, chili, fish sauce, soy sauce, oil",
16021,16,ข้าวหมูชิ้นคั่วพริกเกลือ,Rice with pork slices chili salt stir-fry,40,Thai,Stir-fried,Cook-to-order,spicy + salty slices,"chili, garlic, salt, rice, pork","fish sauce, soy sauce, pepper, oil",
16022,16,ข้าวหมูสับคั่วพริกเกลือ,Rice with minced pork chili salt stir-fry,40,Thai,Stir-fried,Cook-to-order,spicy + salty minced pork,"chili, garlic, salt, rice, pork","fish sauce, soy sauce, pepper, oil",
16023,16,ข้าวกะเพราหมูชิ้น,Rice with holy basil pork slices,35,Thai,Stir-fried,Cook-to-order,spicy basil w/ pork slices,"holy basil, rice, pork","chili, garlic, fish sauce, soy sauce, oil",
16024,16,ข้าวกะเพราหมูสับ,Rice with holy basil minced pork,35,Thai,Stir-fried,Cook-to-order,classic spicy basil,"holy basil, rice, pork","chili, garlic, fish sauce, soy sauce, oil",
16025,16,ข้าวหมูชิ้นผัดผงกะหรี่,Rice with pork slices in curry powder stir-fry,40,Thai,Stir-fried,Cook-to-order,curry aroma w/ pork slices,"curry powder, rice, pork","onion, chili, garlic, fish sauce, soy sauce, oil",
16026,16,ข้าวหมูสับผัดผงกะหรี่,Rice with minced pork in curry powder stir-fry,40,Thai,Stir-fried,Cook-to-order,curry aroma w/ minced pork,"curry powder, rice, pork","onion, chili, garlic, fish sauce, soy sauce, oil",
16027,16,ข้าวหมูชิ้นกระเทียม,Rice with garlic pork slices,40,Thai,Stir-fried,Cook-to-order,garlicky pork slices,"garlic, rice, pork","fish sauce, soy sauce, pepper, oil",
16028,16,ข้าวหมูสับกระเทียม,Rice with garlic minced pork,40,Thai,Stir-fried,Cook-to-order,"garlicky, minced pork","garlic, rice, pork","fish sauce, soy sauce, pepper, oil",
16029,16,ข้าวหมูชิ้นผัดฉ่า,Rice with spicy pork slices (“Pad Cha”),40,Thai,Stir-fried,Cook-to-order,"herbaceous, spicy","thai herbs, rice, chili, pork","garlic, fish sauce, basil leaves, pepper, oil",
16030,16,ข้าวหมูสับผัดฉ่า,Rice with spicy minced pork (“Pad Cha”),40,Thai,Stir-fried,Cook-to-order,"spicy, herbal flavor","fingerroot, chili, rice, pork","garlic, fish sauce, basil leaves, pepper, oil",
16031,16,ข้าวหมูชิ้นผัดพริกเผา,Rice with pork slices in roasted chili paste,35,Thai,Stir-fried,Cook-to-order,sweet-spicy sauce w/ pork slices,"roasted chili paste, rice, pork","garlic, sugar, fish sauce, soy sauce, oil",
16032,16,ข้าวหมูสับผัดพริกเผา,Rice with minced pork in roasted chili paste,35,Thai,Stir-fried,Cook-to-order,sweet-spicy sauce w/ minced pork,"roasted chili paste, rice, pork","garlic, sugar, fish sauce, soy sauce, oil",
16033,16,ข้าวหมูชิ้นผัดพริกแกง,Rice with pork slices in red curry paste,35,Thai,Stir-fried,Cook-to-order,spicy red curry w/ pork slices,"red curry paste, rice, pork","chili, garlic, fish sauce, oil",
16034,16,ข้าวหมูสับผัดพริกแกง,Rice with minced pork in red curry paste,35,Thai,Stir-fried,Cook-to-order,spicy red curry w/ minced pork,"red curry paste, rice, pork","chili, garlic, fish sauce, oil",
16035,16,ข้าวผัดหมูชิ้น,Fried rice with pork slices,35,Thai,Stir-fried,Cook-to-order,–,"rice, egg, pork","soy sauce, fish sauce, oil, garlic, onion",
16036,16,ข้าวผัดหมูสับ,Fried rice with minced pork,35,Thai,Stir-fried,Cook-to-order,–,"rice, egg, pork","soy sauce, fish sauce, oil, garlic, onion",
16037,16,ข้าวคะน้า หมูชิ้น,Rice with Chinese kale and pork slices,35,Thai/Chinese,Stir-fried,Cook-to-order,–,"kale, rice, pork","garlic, oyster sauce, soy sauce, fish sauce, oil",
16038,16,ข้าวคะน้า หมูสับ,Rice with Chinese kale and minced pork,35,Thai/Chinese,Stir-fried,Cook-to-order,–,"kale, rice, pork","garlic, oyster sauce, soy sauce, fish sauce, oil",
16039,16,ข้าวผักบุ้ง หมูชิ้น,Rice with stir-fried morning glory and pork slices,35,Thai,Stir-fried,Cook-to-order,–,"pork slices, rice, pork","garlic, chili, fish sauce, soy sauce, oil",
16040,16,ข้าวผักบุ้ง หมูสับ,Rice with stir-fried morning glory and minced pork,35,Thai,Stir-fried,Cook-to-order,–,"minced pork, rice, pork","garlic, chili, fish sauce, soy sauce, oil",
16041,16,ข้าวไก่ทอดคั่วพริกเกลือ,Rice with fried chicken chili salt stir-fry,45,Thai,Fried + Stir-fried,Cook-to-order,crispy + spicy-salty chicken,"fried chicken, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
16042,16,ข้าวกะเพราไก่,Rice with holy basil chicken,35,Thai,Stir-fried,Cook-to-order,classic spicy basil,"chicken, holy basil, rice","chili, garlic, fish sauce, soy sauce, oil",
16043,16,ข้าวไก่ผัดผงกะหรี่,Rice with chicken in curry powder stir-fry,40,Thai,Stir-fried,Cook-to-order,curry aroma + chicken,"chicken, curry powder, rice","onion, chili, garlic, fish sauce, soy sauce, oil",
16044,16,ข้าวไก่กระเทียม,Rice with garlic chicken,40,Thai,Stir-fried,Cook-to-order,garlicky chicken,"chicken, garlic, rice","fish sauce, soy sauce, pepper, oil",
16045,16,ข้าวไก่ผัดฉ่า,Rice with spicy chicken (“Pad Cha”),40,Thai,Stir-fried,Cook-to-order,"herbaceous, chili-based","chicken, thai herbs, rice, chili","garlic, fish sauce, basil leaves, pepper, oil",
16046,16,ข้าวไก่ผัดพริกเผา,Rice with chicken in roasted chili paste,35,Thai,Stir-fried,Cook-to-order,sweet-spicy roasted chili flavor,"chicken, roasted chili paste, rice","garlic, sugar, fish sauce, soy sauce, oil",
16047,16,ข้าวไก่ผัดพริกแกง,Rice with chicken in red curry paste,35,Thai,Stir-fried,Cook-to-order,spicy red curry paste,"chicken, red curry paste, rice","chili, garlic, fish sauce, oil",
16048,16,ข้าวยำไก่แซ่บ,Rice with spicy marinated chicken salad (“Yum Gai Zabb”),40,Thai/Isan,Mixed (salad) + Fried?,Rice & Salad,tangy + spicy chicken,"chicken, rice","fish sauce, toasted rice powder, shallots, lime, sugar",
16049,16,ข้าวไข่เจียวกุ้งสับ,Rice with omelet and minced shrimp,40,Thai,Fried,Cook-to-order,egg + shrimp bits,"egg, rice","fish sauce, soy sauce, oil, chili sauce",
16050,16,ข้าวไข่เจียวหมูสับ,Rice with omelet and minced pork,35,Thai,Fried,Cook-to-order,–,"egg, rice, pork","fish sauce, soy sauce, oil, chili sauce",
16051,16,ข้าวไข่เจียวแหนม,Rice with omelet and fermented pork (Naem),35,Thai,Fried,Cook-to-order,slightly sour pork bits in egg,"egg, fermented pork, rice","fish sauce, soy sauce, oil, chili sauce",
16052,16,ข้าวไข่เจียว 2 ฟอง,Rice with two-egg omelet,30,Thai,Fried,Cook-to-order,extra egg,"egg, rice","fish sauce, soy sauce, pepper, oil",
16053,16,ข้าวไข่ดาว 2 ฟอง,Rice with two fried eggs,25,–,Fried,Cook-to-order,–,"egg, rice","oil, salt",
16054,16,ไข่ดาว,Fried egg,7,–,Fried,Topping,–,"egg, oil",salt,
16055,16,ไข่เจียว,Omelet,10,Thai,Fried,Topping,–,"egg, oil","fish sauce, soy sauce, pepper",
16056,16,ข้าวเปล่า,Plain rice,10,–,–,Rice,–,steamed rice,,
16057,16,ข้าวเบคอนคั่วพริกเกลือ,Rice with bacon chili salt stir-fry,45,Fusion,Stir-fried,Cook-to-order,salty + spicy bacon pieces,"bacon, chili, garlic, salt, rice","fish sauce, soy sauce, pepper, oil",
16058,16,ข้าวกะเพราเป็ด,Rice with holy basil duck,45,Thai,Stir-fried,Cook-to-order,"slightly gamey, spicy basil","duck meat, holy basil, rice","chili, garlic, fish sauce, soy sauce, oil",
16059,16,ข้าวหมูกรอบ น้ำจิ้มซีฟู๊ตรสแซ่บ,Rice with crispy pork and spicy seafood sauce,45,Thai,Fried + Dipping,Cook-to-order,tangy chili-lime sauce,"crispy pork, spicy seafood sauce, rice","garlic, chili, fish sauce, lime, sugar",
16060,16,ข้าวหมูชิ้น ทอดหวาน,Rice with sweet fried pork slices,40,Thai,Fried,Cook-to-order,sweet marinade or glaze,"sweet marinade, rice, pork","sugar, soy sauce, fish sauce, garlic, oil",
16061,16,ข้าวหมูสับ ทอดหวาน,Rice with sweet fried minced pork,40,Thai,Fried,Cook-to-order,sweet marinade or glaze,"sweet marinade, rice, pork","sugar, soy sauce, fish sauce, garlic, oil",
17001,17,ข้าวราดกับ 1 อย่าง,Rice topped with 1 dish (Thai curry or stir-fry),20,Thai,Mixed (pre-cooked),Rice & Curry,simplest option,"rice, curry","fish sauce, chili, garlic, sugar, oil",
17002,17,ข้าวราดกับ 2 อย่าง,Rice topped with 2 dishes,30,Thai,Mixed (pre-cooked),Rice & Curry,pick any 2 from tray,"rice, curry","fish sauce, chili, garlic, sugar, oil",
17003,17,ข้าวราดกับ 3 อย่าง,Rice topped with 3 dishes,35,Thai,Mixed (pre-cooked),Rice & Curry,pick any 3 from tray,"rice, curry","fish sauce, chili, garlic, sugar, oil",
17004,17,ข้าวคลุกกะปิ,Shrimp paste fried rice (“Khao Kluk Kapi”),45,Thai,Stir-fried (rice),Cook-to-order,"sweet-salty aroma, condiments","rice, shrimp paste, mango, shallot, chili","fish sauce, sugar, garlic, chili",
17005,17,ไข่ต้ม,Boiled egg (side),10,–,Boiled,Topping,–,"egg, water",salt,
17006,17,ไข่ดาว,Fried egg (side),10,–,Fried,Topping,–,"egg, oil",salt,
17007,17,หมูก้อน,Pork ball/patty (side),10,Thai,Fried or grilled,Topping,"small patty, quick add-on",pork,"soy sauce, fish sauce, garlic, sugar, pepper",
17008,17,ไส้กรอก,Sausage (side),10,Fusion/Western,Cooked/fried,Topping,quick add-on,"sausage, pork, chicken",salt,
17009,17,กับข้าวใส่ถุง,Takeaway curry/stir-fry (packed in a bag),35,Thai,Mixed (pre-cooked),Rice & Curry,single dish to go,curry,"fish sauce, chili, garlic, sugar, oil",
17010,17,ข้าวเปล่า,Plain rice,10,–,–,Rice,–,steamed rice,,
18001,18, โจ๊กหมู,Pork congee (Thai-style rice porridge),20,Thai,Boiled (Congee),Soup,"soft, mild flavor",rice,"water, broth, garlic, pepper, fish sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739692491/18001_s8cx7b.jpg
